culture;conduite;variete_n;action;semaine_debut;semaine_fin;mois_debut;mois_fin;commentaire
Chou cabus;PC;8;Semis en pot/plant;17;19;avril;mai;Variétés de 105-120 jours après plantation
Chou cabus;PC;8;Plantation;22;24;mai;juin;Variétés de 105-120 jours après plantation
Chou cabus;PC;8;Récolte;42;46;octobre;novembre;Variétés de 105-120 jours après plantation
Chou cabus;PC;8;Conservation;48;52;novembre;décembre;Variétés de 105-120 jours après plantation
Chou cabus;PC;9;Conservation;1;5;janvier;janvier;Variétés de 90-105 jours après plantation
Chou cabus;PC;9;Semis en pot/plant;19;21;mai;mai;Variétés de 90-105 jours après plantation
Chou cabus;PC;9;Plantation;24;26;juin;juin;Variétés de 90-105 jours après plantation
Chou cabus;PC;9;Récolte;42;46;octobre;novembre;Variétés de 90-105 jours après plantation
Chou cabus;PC;9;Conservation;48;52;novembre;décembre;Variétés de 90-105 jours après plantation
Chou cabus;PC;10;Semis en pot/plant;21;23;mai;juin;Variétés de 75-90 jours après plantation
Chou cabus;PC;10;Plantation;26;28;juin;juillet;Variétés de 75-90 jours après plantation
Chou cabus;PC;10;Récolte;42;46;octobre;novembre;Variétés de 75-90 jours après plantation
Chou cabus;PC;10;Conservation;48;52;novembre;décembre;Variétés de 75-90 jours après plantation
Chou cabus;SA;1;Récolte;14;16;avril;avril;Variétés de 75-90 jours après plantation
Chou cabus;SA;1;Semis en pot/plant;34;36;août;septembre;Variétés de 75-90 jours après plantation
Chou cabus;SA;1;Plantation;39;41;septembre;octobre;Variétés de 75-90 jours après plantation
Chou cabus;SA;2;Plantation;5;7;janvier;février;Variétés de 75-90 jours après plantation
Chou cabus;SA;2;Récolte;19;21;mai;mai;Variétés de 75-90 jours après plantation
Chou cabus;SA;2;Semis en pot/plant;49;51;décembre;décembre;Variétés de 75-90 jours après plantation
Chou cabus;SA;3;Semis en pot/plant;2;4;janvier;janvier;Variétés de 75-90 jours après plantation
Chou cabus;SA;3;Plantation;9;11;février;mars;Variétés de 75-90 jours après plantation
Chou cabus;SA;3;Récolte;22;24;mai;juin;Variétés de 75-90 jours après plantation
Chou chinois pak choi;PC;1;Semis en pot/plant;9;11;février;mars;
Chou chinois pak choi;PC;1;Plantation;13;15;mars;avril;
Chou chinois pak choi;PC;1;Récolte;20;22;mai;mai;
Chou chinois pak choi;PC;2;Semis en pot/plant;27;29;juillet;juillet;
Chou chinois pak choi;PC;2;Plantation;30;32;juillet;août;
Chou chinois pak choi;PC;2;Récolte;37;39;septembre;septembre;
Chou chinois pak choi;PC;3;Semis en pot/plant;30;32;juillet;août;
Chou chinois pak choi;PC;3;Plantation;33;35;août;août;
Chou chinois pak choi;PC;3;Récolte;42;45;octobre;novembre;
Chou chinois pak choi;SA;1;Récolte;9;11;février;mars;Variété résistantes à la montaison
Chou chinois pak choi;SA;1;Semis en pot/plant;35;37;août;septembre;Variété résistantes à la montaison
Chou chinois pak choi;SA;1;Plantation;39;41;septembre;octobre;Variété résistantes à la montaison
Chou chinois pak choi;SA;2;Récolte;11;13;mars;mars;Variété résistantes à la montaison
Chou chinois pak choi;SA;2;Semis en pot/plant;39;41;septembre;octobre;Variété résistantes à la montaison
Chou chinois pak choi;SA;2;Plantation;44;46;octobre;novembre;Variété résistantes à la montaison
Chou chinois pak choi;SA;3;Semis en pot/plant;1;2;janvier;janvier;Variété résistantes à la montaison
Chou chinois pak choi;SA;3;Plantation;5;7;janvier;février;Variété résistantes à la montaison
Chou chinois pak choi;SA;3;Récolte;13;15;mars;avril;Variété résistantes à la montaison
Chou chinois pak choi;SA;4;Semis en pot/plant;4;6;janvier;février;
Chou chinois pak choi;SA;4;Plantation;9;11;février;mars;
Chou chinois pak choi;SA;4;Récolte;16;18;avril;avril;
Chou chinois pak choi;SA;5;Plantation;35;37;août;septembre;
Chou chinois pak choi;SA;5;Récolte;48;52;novembre;décembre;
Chou chinois pe tsai;PC;1;Semis en pot/plant;9;11;février;mars;Variétés F1 résistantes à la montaison. Montaison rapide. 10-14 pl/m2
Chou chinois pe tsai;PC;1;Plantation;13;15;mars;avril;Variétés F1 résistantes à la montaison. Montaison rapide. 10-14 pl/m2
Chou chinois pe tsai;PC;1;Récolte;22;24;mai;juin;Variétés F1 résistantes à la montaison. Montaison rapide. 10-14 pl/m2
Chou chinois pe tsai;PC;2;Semis en pot/plant;27;29;juillet;juillet;Variétés précoces 50-60 jours, 10-14 pl/m2
Chou chinois pe tsai;PC;2;Plantation;30;32;juillet;août;Variétés précoces 50-60 jours, 10-14 pl/m2
Chou chinois pe tsai;PC;2;Récolte;39;42;septembre;octobre;Variétés précoces 50-60 jours, 10-14 pl/m2
Chou chinois pe tsai;PC;2;Conservation;43;52;octobre;décembre;Variétés précoces 50-60 jours, 10-14 pl/m2
Chou chinois pe tsai;PC;3;Conservation;1;9;janvier;février;Variétés de saison 60-70 jours, 7 pl/m2
Chou chinois pe tsai;PC;3;Semis en pot/plant;27;29;juillet;juillet;Variétés de saison 60-70 jours, 7 pl/m2
Chou chinois pe tsai;PC;3;Plantation;30;32;juillet;août;Variétés de saison 60-70 jours, 7 pl/m2
Chou chinois pe tsai;PC;3;Récolte;41;46;octobre;novembre;Variétés de saison 60-70 jours, 7 pl/m2
Chou chinois pe tsai;PC;3;Conservation;47;52;novembre;décembre;Variétés de saison 60-70 jours, 7 pl/m2
Chou chinois pe tsai;PC;4;Conservation;1;5;janvier;janvier;Variétés précoces 50-60 jours, 10-14 pl/m2
Chou chinois pe tsai;PC;4;Semis en pot/plant;30;32;juillet;août;Variétés précoces 50-60 jours, 10-14 pl/m2
Chou chinois pe tsai;PC;4;Plantation;33;35;août;août;Variétés précoces 50-60 jours, 10-14 pl/m2
Chou chinois pe tsai;PC;4;Récolte;44;47;octobre;novembre;Variétés précoces 50-60 jours, 10-14 pl/m2
Chou chinois pe tsai;PC;4;Conservation;48;52;novembre;décembre;Variétés précoces 50-60 jours, 10-14 pl/m2
Chou chinois pe tsai;PC;5;Conservation;1;9;janvier;février;Variétés de saison 60-70 jours, 7 pl/m2
Chou chinois pe tsai;PC;5;Semis en pot/plant;30;32;juillet;août;Variétés de saison 60-70 jours, 7 pl/m2
Chou chinois pe tsai;PC;5;Plantation;33;35;août;août;Variétés de saison 60-70 jours, 7 pl/m2
Chou chinois pe tsai;PC;5;Récolte;46;48;novembre;novembre;Variétés de saison 60-70 jours, 7 pl/m2
Chou chinois pe tsai;PC;5;Conservation;49;52;décembre;décembre;Variétés de saison 60-70 jours, 7 pl/m2
Chou chinois pe tsai;SA;1;Semis en pot/plant;1;2;janvier;janvier;Variétés F1 résistantes à la montaison. Montaison rapide. 10-14 pl/m2
Chou chinois pe tsai;SA;1;Plantation;5;7;janvier;février;Variétés F1 résistantes à la montaison. Montaison rapide. 10-14 pl/m2
Chou chinois pe tsai;SA;1;Récolte;15;17;avril;avril;Variétés F1 résistantes à la montaison. Montaison rapide. 10-14 pl/m2
Chou chinois pe tsai;SA;2;Semis en pot/plant;4;6;janvier;février;Variétés F1 résistantes à la montaison. Montaison rapide. 10-14 pl/m2
Chou chinois pe tsai;SA;2;Plantation;9;11;février;mars;Variétés F1 résistantes à la montaison. Montaison rapide. 10-14 pl/m2
Chou chinois pe tsai;SA;2;Récolte;18;20;avril;mai;Variétés F1 résistantes à la montaison. Montaison rapide. 10-14 pl/m2
Chou chinois pe tsai;SA;3;Récolte;1;2;janvier;janvier;Variétés de saison 60-70 jours, 7 pl/m2
Chou chinois pe tsai;SA;3;Conservation;5;17;janvier;avril;Variétés de saison 60-70 jours, 7 pl/m2
Chou chinois pe tsai;SA;3;Semis en pot/plant;32;34;août;août;Variétés de saison 60-70 jours, 7 pl/m2
Chou chinois pe tsai;SA;3;Plantation;35;37;août;septembre;Variétés de saison 60-70 jours, 7 pl/m2
Chou chinois pe tsai;SA;3;Récolte;50;52;décembre;décembre;Variétés de saison 60-70 jours, 7 pl/m2
Chou de Bruxelles;PC;1;Récolte;1;3;janvier;janvier;Variétés de 120-140 jours après plantation : Dagan F1, Divino F1 (Bejo), Abacus F1 (Syngenta)
Chou de Bruxelles;PC;1;Semis en pot/plant;15;17;avril;avril;Variétés de 120-140 jours après plantation : Dagan F1, Divino F1 (Bejo), Abacus F1 (Syngenta)
Chou de Bruxelles;PC;1;Plantation;20;22;mai;mai;Variétés de 120-140 jours après plantation : Dagan F1, Divino F1 (Bejo), Abacus F1 (Syngenta)
Chou de Bruxelles;PC;1;Récolte;42;52;octobre;décembre;Variétés de 120-140 jours après plantation : Dagan F1, Divino F1 (Bejo), Abacus F1 (Syngenta)
Chou de Bruxelles;PC;2;Récolte;1;5;janvier;janvier;Variétés de 140-160 jours après plantation : Nautic F1 (Bejo), Solidus F1, Cryptus F1 (Syngenta), Brillant F1 (Vilmorin)
Chou de Bruxelles;PC;2;Semis en pot/plant;15;17;avril;avril;Variétés de 140-160 jours après plantation : Nautic F1 (Bejo), Solidus F1, Cryptus F1 (Syngenta), Brillant F1 (Vilmorin)
Chou de Bruxelles;PC;2;Plantation;20;22;mai;mai;Variétés de 140-160 jours après plantation : Nautic F1 (Bejo), Solidus F1, Cryptus F1 (Syngenta), Brillant F1 (Vilmorin)
Chou de Bruxelles;PC;2;Récolte;46;52;novembre;décembre;Variétés de 140-160 jours après plantation : Nautic F1 (Bejo), Solidus F1, Cryptus F1 (Syngenta), Brillant F1 (Vilmorin)
Chou de Bruxelles;PC;3;Récolte;1;5;janvier;janvier;Variétés de 120-140 jours après plantation
Chou de Bruxelles;PC;3;Semis en pot/plant;19;21;mai;mai;Variétés de 120-140 jours après plantation
Chou de Bruxelles;PC;3;Plantation;24;26;juin;juin;Variétés de 120-140 jours après plantation
Chou de Bruxelles;PC;3;Récolte;47;52;novembre;décembre;Variétés de 120-140 jours après plantation
Chou de Bruxelles;PC;4;Récolte;1;7;janvier;février;Variétés de 140-160 jours après plantation
Chou de Bruxelles;PC;4;Plantation;24;26;juin;juin;Variétés de 140-160 jours après plantation
Chou de milan;PC;1;Semis en pot/plant;23;25;juin;juin;Variétés de 75-90 jours après plantation
Chou de milan;PC;1;Plantation;28;30;juillet;juillet;Variétés de 75-90 jours après plantation
Chou de milan;PC;1;Récolte;43;47;octobre;novembre;Variétés de 75-90 jours après plantation
Chou de milan;PC;2;Semis en pot/plant;25;27;juin;juillet;Variétés de 75-90 jours après plantation
Chou de milan;PC;2;Plantation;30;32;juillet;août;Variétés de 75-90 jours après plantation
Chou de milan;PC;2;Récolte;45;49;novembre;décembre;Variétés de 75-90 jours après plantation
Chou de milan;PC;3;Récolte;1;4;janvier;janvier;Variétés de 100-120 jours après plantation
Chou de milan;PC;3;Semis en pot/plant;23;25;juin;juin;Variétés de 100-120 jours après plantation
Chou de milan;PC;3;Plantation;28;30;juillet;juillet;Variétés de 100-120 jours après plantation
Chou de milan;PC;3;Récolte;51;52;décembre;décembre;Variétés de 100-120 jours après plantation
Chou de milan;PC;4;Récolte;2;7;janvier;février;Variétés de 120-140 jours après plantation
Chou de milan;PC;4;Semis en pot/plant;23;25;juin;juin;Variétés de 120-140 jours après plantation
Chou de milan;PC;4;Plantation;28;30;juillet;juillet;Variétés de 120-140 jours après plantation
Chou de milan;PC;5;Récolte;6;12;février;mars;Variétés de 140-160 jours après plantation
Chou de milan;PC;5;Semis en pot/plant;23;25;juin;juin;Variétés de 140-160 jours après plantation
Chou de milan;PC;5;Plantation;28;30;juillet;juillet;Variétés de 140-160 jours après plantation
Chou de milan;PC;6;Récolte;12;17;mars;avril;Variétés de >170 jours après plantation
Chou de milan;PC;6;Semis en pot/plant;23;25;juin;juin;Variétés de >170 jours après plantation
Chou de milan;PC;6;Plantation;28;30;juillet;juillet;Variétés de >170 jours après plantation
Chou kale;PC;1;Semis en pot/plant;2;4;janvier;janvier;
Chou kale;PC;1;Plantation;9;11;février;mars;
Chou kale;PC;1;Récolte;24;35;juin;août;
Chou kale;PC;2;Semis en pot/plant;15;17;avril;avril;
Chou kale;PC;2;Plantation;20;22;mai;mai;
Chou kale;PC;2;Récolte;35;50;août;décembre;
Chou kale;PC;3;Récolte;1;9;janvier;février;
Chou kale;PC;3;Semis en pot/plant;19;21;mai;mai;
Chou kale;PC;3;Plantation;24;26;juin;juin;
Chou kale;PC;3;Récolte;39;52;septembre;décembre;
Chou kale;PC;4;Récolte;1;11;janvier;mars;
Chou kale;PC;4;Semis en pot/plant;23;25;juin;juin;
Chou kale;PC;4;Plantation;28;30;juillet;juillet;
Chou kale;PC;4;Récolte;44;52;octobre;décembre;
Chou kale;SA;1;Plantation;5;7;janvier;février;Semis en alvéoles
Chou kale;SA;1;Récolte;19;28;mai;juillet;Semis en alvéoles
Chou kale;SA;1;Semis en pot/plant;49;51;décembre;décembre;Semis en alvéoles
Chou rave;PC;1;Semis en pot/plant;4;6;janvier;février;
Chou rave;PC;1;Plantation;9;11;février;mars;
Chou rave;PC;1;Récolte;20;22;mai;mai;
Chou rave;PC;2;Semis en pot/plant;9;11;février;mars;
Chou rave;PC;2;Plantation;13;15;mars;avril;
Chou rave;PC;2;Récolte;22;24;mai;juin;
Chou rave;PC;3;Semis en pot/plant;13;15;mars;avril;
Chou rave;PC;3;Plantation;17;19;avril;mai;
Chou rave;PC;3;Récolte;26;28;juin;juillet;
Chou rave;PC;4;Semis en pot/plant;19;21;mai;mai;
Chou rave;PC;4;Plantation;22;24;mai;juin;
Chou rave;PC;4;Récolte;31;33;juillet;août;
Chou rave;PC;5;Semis en pot/plant;23;25;juin;juin;
Chou rave;PC;5;Plantation;26;28;juin;juillet;
Chou rave;PC;5;Récolte;35;37;août;septembre;
Chou rave;PC;6;Semis en pot/plant;27;29;juillet;juillet;
Chou rave;PC;6;Plantation;30;32;juillet;août;
Chou rave;PC;6;Récolte;39;43;septembre;octobre;
Chou rave;PC;7;Semis en pot/plant;30;32;juillet;août;
Chou rave;PC;7;Plantation;33;35;août;août;
Chou rave;PC;7;Récolte;43;48;octobre;novembre;
Chou rave;SA;1;Récolte;11;13;mars;mars;Variétés précoces résistantes à la montaison
Chou rave;SA;1;Semis en pot/plant;35;37;août;septembre;Variétés précoces résistantes à la montaison
Chou rave;SA;1;Plantation;39;41;septembre;octobre;Variétés précoces résistantes à la montaison
Chou rave;SA;2;Récolte;13;15;mars;avril;Variétés précoces résistantes à la montaison
Chou rave;SA;2;Semis en pot/plant;39;41;septembre;octobre;Variétés précoces résistantes à la montaison
Chou rave;SA;2;Plantation;44;46;octobre;novembre;Variétés précoces résistantes à la montaison
Chou rave;SA;3;Semis en pot/plant;1;2;janvier;janvier;
Chou rave;SA;3;Plantation;5;7;janvier;février;
Chou rave;SA;3;Récolte;15;17;avril;avril;
Chou rave;SA;4;Semis en pot/plant;4;6;janvier;février;
Chou rave;SA;4;Plantation;9;11;février;mars;
Chou rave;SA;4;Récolte;18;20;avril;mai;
Chou rave;SA;5;Semis en pot/plant;32;34;août;août;
Chou rave;SA;5;Plantation;35;37;août;septembre;
Chou rave;SA;5;Récolte;46;50;novembre;décembre;
Chou rave;SA;6;Récolte;1;2;janvier;janvier;
Chou rave;SA;6;Semis en pot/plant;34;36;août;septembre;
Chou rave;SA;6;Plantation;37;39;septembre;septembre;
Chou rave;SA;6;Récolte;51;52;décembre;décembre;
Chou-fleur;PC;1;Semis en pot/plant;2;4;janvier;janvier;Variétés de 75-90 jours après plantation
Chou-fleur;PC;1;Plantation;9;11;février;mars;Variétés de 75-90 jours après plantation
Chou-fleur;PC;1;Récolte;25;27;juin;juillet;Variétés de 75-90 jours après plantation
Chou-fleur;PC;2;Semis en pot/plant;6;8;février;février;Variétés de 75-90 jours après plantation
Chou-fleur;PC;2;Plantation;13;15;mars;avril;Variétés de 75-90 jours après plantation
Chou-fleur;PC;2;Récolte;28;30;juillet;juillet;Variétés de 75-90 jours après plantation
Chou-fleur;PC;3;Semis en pot/plant;11;13;mars;mars;Variétés de 75-90 jours après plantation
Chou-fleur;PC;3;Plantation;17;19;avril;mai;Variétés de 75-90 jours après plantation
Chou-fleur;PC;3;Récolte;31;33;juillet;août;Variétés de 75-90 jours après plantation
Chou-fleur;PC;4;Semis en pot/plant;17;19;avril;mai;Variétés de 75-90 jours après plantation
Chou-fleur;PC;4;Plantation;22;24;mai;juin;Variétés de 75-90 jours après plantation
Chou-fleur;PC;4;Récolte;35;38;août;septembre;Variétés de 75-90 jours après plantation
Chou-fleur;PC;5;Semis en pot/plant;21;23;mai;juin;Variétés de 75-90 jours après plantation
Chou-fleur;PC;5;Plantation;26;28;juin;juillet;Variétés de 75-90 jours après plantation
Chou-fleur;PC;5;Récolte;39;44;septembre;octobre;Variétés de 75-90 jours après plantation
Chou-fleur;PC;6;Semis en pot/plant;21;23;mai;juin;Variétés de 90-100 jours après plantation
Chou-fleur;PC;6;Plantation;26;28;juin;juillet;Variétés de 90-100 jours après plantation
Chou-fleur;PC;6;Récolte;41;46;octobre;novembre;Variétés de 90-100 jours après plantation
Chou-fleur;PC;7;Semis en pot/plant;23;25;juin;juin;Variétés de 75-90 jours après plantation
Chou-fleur;PC;7;Plantation;28;30;juillet;juillet;Variétés de 75-90 jours après plantation
Chou-fleur;PC;7;Récolte;41;46;octobre;novembre;Variétés de 75-90 jours après plantation
Chou-fleur;PC;8;Semis en pot/plant;23;25;juin;juin;Variétés de 90-100 jours après plantation
Chou-fleur;PC;8;Plantation;28;30;juillet;juillet;Variétés de 90-100 jours après plantation
Chou-fleur;PC;8;Récolte;44;49;octobre;décembre;Variétés de 90-100 jours après plantation
Chou-fleur;PC;9;Semis en pot/plant;25;27;juin;juillet;Variétés de 75-90 jours après plantation
Chou-fleur;PC;9;Plantation;30;32;juillet;août;Variétés de 75-90 jours après plantation
Chou-fleur;PC;9;Récolte;45;50;novembre;décembre;Variétés de 75-90 jours après plantation
Chou-fleur;PC;10;Récolte;1;1;janvier;janvier;Variétés de 90-100 jours après plantation
Chou-fleur;PC;10;Semis en pot/plant;25;27;juin;juillet;Variétés de 90-100 jours après plantation
Chou-fleur;PC;10;Plantation;30;32;juillet;août;Variétés de 90-100 jours après plantation
Chou-fleur;PC;10;Récolte;47;52;novembre;décembre;Variétés de 90-100 jours après plantation
Chou-fleur;PC;11;Récolte;1;4;janvier;janvier;Variétés de 100-120 jours après plantation
Chou-fleur;PC;11;Semis en pot/plant;23;25;juin;juin;Variétés de 100-120 jours après plantation
Chou-fleur;PC;11;Plantation;28;30;juillet;juillet;Variétés de 100-120 jours après plantation
Chou-fleur;PC;11;Récolte;51;52;décembre;décembre;Variétés de 100-120 jours après plantation
Chou-fleur;PC;12;Récolte;4;10;janvier;mars;Variétés de 130-150 jours après plantation
Chou-fleur;PC;12;Semis en pot/plant;23;25;juin;juin;Variétés de 130-150 jours après plantation
Chou-fleur;PC;12;Plantation;28;30;juillet;juillet;Variétés de 130-150 jours après plantation
Chou-fleur;PC;13;Récolte;12;17;mars;avril;Variétés de >170 jours après plantation
Chou-fleur;PC;13;Semis en pot/plant;23;25;juin;juin;Variétés de >170 jours après plantation
Chou-fleur;PC;13;Plantation;28;30;juillet;juillet;Variétés de >170 jours après plantation
Chou-fleur;SA;1;Récolte;14;16;avril;avril;Variétés de 75-90 jours après plantation
Chou-fleur;SA;1;Semis en pot/plant;34;36;août;septembre;Variétés de 75-90 jours après plantation
Chou-fleur;SA;1;Plantation;39;41;septembre;octobre;Variétés de 75-90 jours après plantation
Chou-fleur;SA;2;Plantation;5;7;janvier;février;Semis en alvéoles
Chou-fleur;SA;2;Récolte;19;21;mai;mai;Semis en alvéoles
Chou-fleur;SA;2;Semis en pot/plant;49;51;décembre;décembre;Semis en alvéoles
Chou-fleur;SA;3;Semis en pot/plant;2;4;janvier;janvier;Variétés de 75-90 jours après plantation
Chou-fleur;SA;3;Plantation;9;11;février;mars;Variétés de 75-90 jours après plantation
Chou-fleur;SA;3;Récolte;22;24;mai;juin;Variétés de 75-90 jours après plantation
Ciboulette;PC;1;Semis en pot/plant;12;14;mars;avril;
Ciboulette;PC;1;Plantation;17;19;avril;mai;
Ciboulette;PC;1;Récolte;26;42;juin;octobre;
Ciboulette;PC;2;Semis en pot/plant;3;5;janvier;janvier;
Ciboulette;PC;2;Plantation;9;11;février;mars;
Ciboulette;PC;2;Récolte;22;42;mai;octobre;
Ciboulette;SA;1;Récolte;1;13;janvier;mars;
Ciboulette;SA;1;Semis en pot/plant;31;33;juillet;août;
Ciboulette;SA;1;Plantation;35;37;août;septembre;
Ciboulette;SA;1;Récolte;41;52;octobre;décembre;
Concombre;PC;1;Semis en pot/plant;16;18;avril;avril;
Concombre;PC;1;Plantation;20;22;mai;mai;
Concombre;PC;1;Récolte;28;35;juillet;août;
Concombre;PC;2;Semis en pot/plant;19;21;mai;mai;
Concombre;PC;2;Plantation;22;24;mai;juin;
Concombre;PC;2;Récolte;30;37;juillet;septembre;
Concombre;PC;3;Semis en pot/plant;21;23;mai;juin;
Concombre;PC;3;Plantation;24;26;juin;juin;
Concombre;PC;3;Récolte;32;37;août;septembre;
Concombre;PC;4;Semis en pot/plant;23;25;juin;juin;
Concombre;PC;4;Plantation;26;28;juin;juillet;
Concombre;PC;4;Récolte;34;37;août;septembre;
Concombre;SA;1;Plantation;13;15;mars;avril;Variétés greffés uniquement
Concombre;SA;1;Récolte;22;30;mai;juillet;Variétés greffés uniquement
Concombre;SA;2;Semis en pot/plant;10;12;mars;mars;
Concombre;SA;2;Plantation;15;17;avril;avril;
Concombre;SA;2;Récolte;24;32;juin;août;
Concombre;SA;3;Semis en pot/plant;13;15;mars;avril;
Concombre;SA;3;Plantation;17;19;avril;mai;
Concombre;SA;3;Récolte;26;34;juin;août;
Concombre;SA;4;Semis en pot/plant;17;19;avril;mai;
Concombre;SA;4;Plantation;20;22;mai;mai;
Concombre;SA;4;Récolte;28;36;juillet;septembre;
Concombre;SA;5;Semis en pot/plant;19;21;mai;mai;
Concombre;SA;5;Plantation;22;24;mai;juin;
Concombre;SA;5;Récolte;30;38;juillet;septembre;
Concombre;SA;6;Semis en pot/plant;21;23;mai;juin;
Concombre;SA;6;Plantation;24;26;juin;juin;
Concombre;SA;6;Récolte;32;40;août;octobre;
Concombre;SA;7;Semis en pot/plant;23;25;juin;juin;
Concombre;SA;7;Plantation;26;28;juin;juillet;
Concombre;SA;7;Récolte;34;41;août;octobre;
Coriandre;PC;1;Semis en pot/plant;6;8;février;février;
Coriandre;PC;1;Plantation;9;11;février;mars;
Coriandre;PC;1;Récolte;16;20;avril;mai;
Coriandre;PC;2;Semis en pot/plant;10;12;mars;mars;
Coriandre;PC;2;Plantation;13;15;mars;avril;
Coriandre;PC;2;Récolte;19;22;mai;mai;
Coriandre;PC;3;Semis en pot/plant;14;16;avril;avril;
Coriandre;PC;3;Plantation;17;19;avril;mai;
Coriandre;PC;3;Récolte;23;26;juin;juin;
Coriandre;PC;4;Semis direct;19;21;mai;mai;
Coriandre;PC;4;Plantation;22;24;mai;juin;
Coriandre;PC;4;Récolte;27;30;juillet;juillet;
Coriandre;PC;5;Semis direct;23;25;juin;juin;
Coriandre;PC;5;Plantation;26;28;juin;juillet;
Coriandre;PC;5;Récolte;31;34;juillet;août;
Coriandre;PC;6;Semis direct;27;29;juillet;juillet;
Coriandre;PC;6;Plantation;30;32;juillet;août;
Coriandre;PC;6;Récolte;35;39;août;septembre;
Coriandre;PC;7;Semis direct;30;32;juillet;août;
Coriandre;PC;7;Plantation;33;35;août;août;
Coriandre;PC;7;Récolte;39;41;septembre;octobre;
Coriandre;PC;7;Récolte;43;45;octobre;novembre;
Coriandre;SA;1;Récolte;1;3;janvier;janvier;
Coriandre;SA;1;Récolte;9;12;février;mars;
Coriandre;SA;1;Semis en pot/plant;34;36;août;septembre;
Coriandre;SA;1;Plantation;37;39;septembre;septembre;
Coriandre;SA;1;Récolte;43;46;octobre;novembre;
Coriandre;SA;2;Récolte;5;8;janvier;février;
Coriandre;SA;2;Récolte;11;14;mars;avril;
Coriandre;SA;2;Semis en pot/plant;36;38;septembre;septembre;
Coriandre;SA;2;Plantation;39;41;septembre;octobre;
Coriandre;SA;2;Récolte;47;50;novembre;décembre;
Coriandre;SA;3;Récolte;2;5;janvier;janvier;
Coriandre;SA;3;Récolte;10;13;mars;mars;
Coriandre;SA;3;Semis en pot/plant;39;41;septembre;octobre;
Coriandre;SA;3;Plantation;42;44;octobre;octobre;
Coriandre;SA;4;Semis en pot/plant;1;3;janvier;janvier;
Coriandre;SA;4;Plantation;5;7;janvier;février;
Coriandre;SA;4;Récolte;13;18;mars;avril;
Coriandre;SA;5;Semis en pot/plant;5;7;janvier;février;
Coriandre;SA;5;Plantation;9;11;février;mars;
Coriandre;SA;5;Récolte;15;20;avril;mai;
Courge 100-110 jours;PC;1;Conservation;1;9;janvier;février;
Courge 100-110 jours;PC;1;Semis en pot/plant;16;18;avril;avril;
Courge 100-110 jours;PC;1;Plantation;20;22;mai;mai;
Courge 100-110 jours;PC;1;Récolte;35;37;août;septembre;
Courge 100-110 jours;PC;1;Conservation;39;52;septembre;décembre;
Courge 100-110 jours;PC;2;Conservation;1;9;janvier;février;
Courge 100-110 jours;PC;2;Semis direct;18;19;avril;mai;
Courge 100-110 jours;PC;2;Semis en pot/plant;19;21;mai;mai;
Courge 100-110 jours;PC;2;Plantation;22;24;mai;juin;
Courge 100-110 jours;PC;2;Récolte;37;39;septembre;septembre;
Courge 100-110 jours;PC;2;Conservation;41;52;octobre;décembre;
Courge 120-140 jours;PC;1;Conservation;1;13;janvier;mars;
Courge 120-140 jours;PC;1;Semis en pot/plant;16;18;avril;avril;
Courge 120-140 jours;PC;1;Plantation;20;22;mai;mai;
Courge 120-140 jours;PC;1;Récolte;37;39;septembre;septembre;
Courge 120-140 jours;PC;1;Conservation;41;52;octobre;décembre;
Courge 90-100 jours;PC;1;Conservation;1;5;janvier;janvier;
Courge 90-100 jours;PC;1;Semis en pot/plant;16;18;avril;avril;
Courge 90-100 jours;PC;1;Plantation;20;22;mai;mai;
Courge 90-100 jours;PC;1;Récolte;34;36;août;septembre;
Courge 90-100 jours;PC;1;Conservation;38;52;septembre;décembre;
Courge 90-100 jours;PC;2;Conservation;1;5;janvier;janvier;
Courge 90-100 jours;PC;2;Semis direct;18;19;avril;mai;
Courge 90-100 jours;PC;2;Semis en pot/plant;19;21;mai;mai;
Courge 90-100 jours;PC;2;Plantation;22;24;mai;juin;
Courge 90-100 jours;PC;2;Récolte;36;38;septembre;septembre;
Courge 90-100 jours;PC;2;Conservation;40;52;octobre;décembre;
Courge 90-100 jours;PC;3;Semis direct;20;21;mai;mai;
Courge 90-100 jours;PC;3;Semis en pot/plant;21;23;mai;juin;
Courge 90-100 jours;PC;3;Plantation;24;26;juin;juin;
Courge 90-100 jours;PC;3;Récolte;38;40;septembre;octobre;
Courge 90-100 jours;PC;3;Conservation;42;52;octobre;décembre;
Courgette;PC;1;Semis en pot/plant;13;15;mars;avril;
Courgette;PC;1;Plantation;17;19;avril;mai;
Courgette;PC;1;Récolte;24;32;juin;août;
Courgette;PC;2;Semis en pot/plant;16;18;avril;avril;
Courgette;PC;2;Plantation;20;22;mai;mai;
Courgette;PC;2;Récolte;27;35;juillet;août;
Courgette;PC;3;Semis direct;20;21;mai;mai;
Courgette;PC;3;Semis en pot/plant;21;23;mai;juin;
Courgette;PC;3;Plantation;24;26;juin;juin;
Courgette;PC;3;Récolte;31;39;juillet;septembre;
Courgette;PC;4;Semis direct;24;25;juin;juin;
Courgette;PC;4;Semis en pot/plant;25;27;juin;juillet;
Courgette;PC;4;Plantation;28;30;juillet;juillet;
Courgette;PC;4;Récolte;35;41;août;octobre;
Courgette;SA;1;Semis en pot/plant;3;5;janvier;janvier;
Courgette;SA;1;Plantation;9;11;février;mars;
Courgette;SA;1;Récolte;17;25;avril;juin;
