culture;conduite;variete_n;action;semaine_debut;semaine_fin;mois_debut;mois_fin;commentaire
Chou cabus;PC;6;Semis en pot/plant;15;17;avril;avril;Variétés de 120-135 jours après plantation
Chou cabus;PC;6;Travail du sol;19;19;mai;mai;Ameublir, décompacter et affiner la planche avant plantation.
Chou cabus;PC;6;Apport de compost;19;19;mai;mai;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou cabus;PC;6;Paillage;19;19;mai;mai;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou cabus;PC;6;Plantation;20;22;mai;mai;Variétés de 120-135 jours après plantation
Chou cabus;PC;6;Récolte;42;46;octobre;novembre;Variétés de 120-135 jours après plantation
Chou cabus;PC;6;Conservation;48;52;novembre;décembre;Variétés de 120-135 jours après plantation
Chou cabus;PC;7;Conservation;1;15;janvier;avril;Variétés de 135-150 jours après plantation
Chou cabus;PC;7;Semis en pot/plant;15;17;avril;avril;Variétés de 135-150 jours après plantation
Chou cabus;PC;7;Travail du sol;19;19;mai;mai;Ameublir, décompacter et affiner la planche avant plantation.
Chou cabus;PC;7;Apport de compost;19;19;mai;mai;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou cabus;PC;7;Paillage;19;19;mai;mai;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou cabus;PC;7;Plantation;20;22;mai;mai;Variétés de 135-150 jours après plantation
Chou cabus;PC;7;Récolte;44;48;octobre;novembre;Variétés de 135-150 jours après plantation
Chou cabus;PC;7;Conservation;50;52;décembre;décembre;Variétés de 135-150 jours après plantation
Chou cabus;PC;8;Conservation;1;9;janvier;février;Variétés de 105-120 jours après plantation
Chou cabus;PC;8;Semis en pot/plant;17;19;avril;mai;Variétés de 105-120 jours après plantation
Chou cabus;PC;8;Travail du sol;21;21;mai;mai;Ameublir, décompacter et affiner la planche avant plantation.
Chou cabus;PC;8;Apport de compost;21;21;mai;mai;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou cabus;PC;8;Paillage;21;21;mai;mai;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou cabus;PC;8;Plantation;22;24;mai;juin;Variétés de 105-120 jours après plantation
Chou cabus;PC;8;Récolte;42;46;octobre;novembre;Variétés de 105-120 jours après plantation
Chou cabus;PC;8;Conservation;48;52;novembre;décembre;Variétés de 105-120 jours après plantation
Chou cabus;PC;9;Conservation;1;5;janvier;janvier;Variétés de 90-105 jours après plantation
Chou cabus;PC;9;Semis en pot/plant;19;21;mai;mai;Variétés de 90-105 jours après plantation
Chou cabus;PC;9;Travail du sol;23;23;juin;juin;Ameublir, décompacter et affiner la planche avant plantation.
Chou cabus;PC;9;Apport de compost;23;23;juin;juin;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou cabus;PC;9;Paillage;23;23;juin;juin;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou cabus;PC;9;Plantation;24;26;juin;juin;Variétés de 90-105 jours après plantation
Chou cabus;PC;9;Récolte;42;46;octobre;novembre;Variétés de 90-105 jours après plantation
Chou cabus;PC;9;Conservation;48;52;novembre;décembre;Variétés de 90-105 jours après plantation
Chou cabus;PC;10;Semis en pot/plant;21;23;mai;juin;Variétés de 75-90 jours après plantation
Chou cabus;PC;10;Travail du sol;25;25;juin;juin;Ameublir, décompacter et affiner la planche avant plantation.
Chou cabus;PC;10;Apport de compost;25;25;juin;juin;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou cabus;PC;10;Paillage;25;25;juin;juin;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou cabus;PC;10;Plantation;26;28;juin;juillet;Variétés de 75-90 jours après plantation
Chou cabus;PC;10;Récolte;42;46;octobre;novembre;Variétés de 75-90 jours après plantation
Chou cabus;PC;10;Conservation;48;52;novembre;décembre;Variétés de 75-90 jours après plantation
Chou cabus;SA;1;Récolte;14;16;avril;avril;Variétés de 75-90 jours après plantation
Chou cabus;SA;1;Semis en pot/plant;34;36;août;septembre;Variétés de 75-90 jours après plantation
Chou cabus;SA;1;Travail du sol;38;38;septembre;septembre;Ameublir, décompacter et affiner la planche avant plantation.
Chou cabus;SA;1;Apport de compost;38;38;septembre;septembre;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou cabus;SA;1;Paillage;38;38;septembre;septembre;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou cabus;SA;1;Plantation;39;41;septembre;octobre;Variétés de 75-90 jours après plantation
Chou cabus;SA;2;Travail du sol;4;4;janvier;janvier;Ameublir, décompacter et affiner la planche avant plantation.
Chou cabus;SA;2;Apport de compost;4;4;janvier;janvier;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou cabus;SA;2;Paillage;4;4;janvier;janvier;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou cabus;SA;2;Plantation;5;7;janvier;février;Variétés de 75-90 jours après plantation
Chou cabus;SA;2;Récolte;19;21;mai;mai;Variétés de 75-90 jours après plantation
Chou cabus;SA;2;Semis en pot/plant;49;51;décembre;décembre;Variétés de 75-90 jours après plantation
Chou cabus;SA;3;Semis en pot/plant;2;4;janvier;janvier;Variétés de 75-90 jours après plantation
Chou cabus;SA;3;Travail du sol;8;8;février;février;Ameublir, décompacter et affiner la planche avant plantation.
Chou cabus;SA;3;Apport de compost;8;8;février;février;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou cabus;SA;3;Paillage;8;8;février;février;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou cabus;SA;3;Plantation;9;11;février;mars;Variétés de 75-90 jours après plantation
Chou cabus;SA;3;Récolte;22;24;mai;juin;Variétés de 75-90 jours après plantation
Chou chinois pak choi;PC;1;Semis en pot/plant;9;11;février;mars;
Chou chinois pak choi;PC;1;Travail du sol;12;12;mars;mars;Ameublir, décompacter et affiner la planche avant plantation.
Chou chinois pak choi;PC;1;Apport de compost;12;12;mars;mars;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou chinois pak choi;PC;1;Paillage;12;12;mars;mars;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou chinois pak choi;PC;1;Plantation;13;15;mars;avril;
Chou chinois pak choi;PC;1;Récolte;20;22;mai;mai;
Chou chinois pak choi;PC;2;Semis en pot/plant;27;29;juillet;juillet;
Chou chinois pak choi;PC;2;Travail du sol;29;29;juillet;juillet;Ameublir, décompacter et affiner la planche avant plantation.
Chou chinois pak choi;PC;2;Apport de compost;29;29;juillet;juillet;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou chinois pak choi;PC;2;Paillage;29;29;juillet;juillet;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou chinois pak choi;PC;2;Plantation;30;32;juillet;août;
Chou chinois pak choi;PC;2;Récolte;37;39;septembre;septembre;
Chou chinois pak choi;PC;3;Semis en pot/plant;30;32;juillet;août;
Chou chinois pak choi;PC;3;Travail du sol;32;32;août;août;Ameublir, décompacter et affiner la planche avant plantation.
Chou chinois pak choi;PC;3;Apport de compost;32;32;août;août;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou chinois pak choi;PC;3;Paillage;32;32;août;août;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou chinois pak choi;PC;3;Plantation;33;35;août;août;
Chou chinois pak choi;PC;3;Récolte;42;45;octobre;novembre;
Chou chinois pak choi;SA;1;Récolte;9;11;février;mars;Variété résistantes à la montaison
Chou chinois pak choi;SA;1;Semis en pot/plant;35;37;août;septembre;Variété résistantes à la montaison
Chou chinois pak choi;SA;1;Travail du sol;38;38;septembre;septembre;Ameublir, décompacter et affiner la planche avant plantation.
Chou chinois pak choi;SA;1;Apport de compost;38;38;septembre;septembre;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou chinois pak choi;SA;1;Paillage;38;38;septembre;septembre;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou chinois pak choi;SA;1;Plantation;39;41;septembre;octobre;Variété résistantes à la montaison
Chou chinois pak choi;SA;2;Récolte;11;13;mars;mars;Variété résistantes à la montaison
Chou chinois pak choi;SA;2;Semis en pot/plant;39;41;septembre;octobre;Variété résistantes à la montaison
Chou chinois pak choi;SA;2;Travail du sol;43;43;octobre;octobre;Ameublir, décompacter et affiner la planche avant plantation.
Chou chinois pak choi;SA;2;Apport de compost;43;43;octobre;octobre;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou chinois pak choi;SA;2;Paillage;43;43;octobre;octobre;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou chinois pak choi;SA;2;Plantation;44;46;octobre;novembre;Variété résistantes à la montaison
Chou chinois pak choi;SA;3;Semis en pot/plant;1;2;janvier;janvier;Variété résistantes à la montaison
Chou chinois pak choi;SA;3;Travail du sol;4;4;janvier;janvier;Ameublir, décompacter et affiner la planche avant plantation.
Chou chinois pak choi;SA;3;Apport de compost;4;4;janvier;janvier;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou chinois pak choi;SA;3;Paillage;4;4;janvier;janvier;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou chinois pak choi;SA;3;Plantation;5;7;janvier;février;Variété résistantes à la montaison
Chou chinois pak choi;SA;3;Récolte;13;15;mars;avril;Variété résistantes à la montaison
Chou chinois pak choi;SA;4;Semis en pot/plant;4;6;janvier;février;
Chou chinois pak choi;SA;4;Travail du sol;8;8;février;février;Ameublir, décompacter et affiner la planche avant plantation.
Chou chinois pak choi;SA;4;Apport de compost;8;8;février;février;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou chinois pak choi;SA;4;Paillage;8;8;février;février;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou chinois pak choi;SA;4;Plantation;9;11;février;mars;
Chou chinois pak choi;SA;4;Récolte;16;18;avril;avril;
Chou chinois pak choi;SA;5;Travail du sol;34;34;août;août;Ameublir, décompacter et affiner la planche avant plantation.
Chou chinois pak choi;SA;5;Apport de compost;34;34;août;août;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou chinois pak choi;SA;5;Paillage;34;34;août;août;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou chinois pak choi;SA;5;Plantation;35;37;août;septembre;
Chou chinois pak choi;SA;5;Récolte;48;52;novembre;décembre;
Chou chinois pe tsai;PC;1;Semis en pot/plant;9;11;février;mars;Variétés F1 résistantes à la montaison. Montaison rapide. 10-14 pl/m2
Chou chinois pe tsai;PC;1;Travail du sol;12;12;mars;mars;Ameublir, décompacter et affiner la planche avant plantation.
Chou chinois pe tsai;PC;1;Apport de compost;12;12;mars;mars;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou chinois pe tsai;PC;1;Paillage;12;12;mars;mars;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou chinois pe tsai;PC;1;Plantation;13;15;mars;avril;Variétés F1 résistantes à la montaison. Montaison rapide. 10-14 pl/m2
Chou chinois pe tsai;PC;1;Récolte;22;24;mai;juin;Variétés F1 résistantes à la montaison. Montaison rapide. 10-14 pl/m2
Chou chinois pe tsai;PC;2;Semis en pot/plant;27;29;juillet;juillet;Variétés précoces 50-60 jours, 10-14 pl/m2
Chou chinois pe tsai;PC;2;Travail du sol;29;29;juillet;juillet;Ameublir, décompacter et affiner la planche avant plantation.
Chou chinois pe tsai;PC;2;Apport de compost;29;29;juillet;juillet;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou chinois pe tsai;PC;2;Paillage;29;29;juillet;juillet;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou chinois pe tsai;PC;2;Plantation;30;32;juillet;août;Variétés précoces 50-60 jours, 10-14 pl/m2
Chou chinois pe tsai;PC;2;Récolte;39;42;septembre;octobre;Variétés précoces 50-60 jours, 10-14 pl/m2
Chou chinois pe tsai;PC;2;Conservation;43;52;octobre;décembre;Variétés précoces 50-60 jours, 10-14 pl/m2
Chou chinois pe tsai;PC;3;Conservation;1;9;janvier;février;Variétés de saison 60-70 jours, 7 pl/m2
Chou chinois pe tsai;PC;3;Semis en pot/plant;27;29;juillet;juillet;Variétés de saison 60-70 jours, 7 pl/m2
Chou chinois pe tsai;PC;3;Travail du sol;29;29;juillet;juillet;Ameublir, décompacter et affiner la planche avant plantation.
Chou chinois pe tsai;PC;3;Apport de compost;29;29;juillet;juillet;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou chinois pe tsai;PC;3;Paillage;29;29;juillet;juillet;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou chinois pe tsai;PC;3;Plantation;30;32;juillet;août;Variétés de saison 60-70 jours, 7 pl/m2
Chou chinois pe tsai;PC;3;Récolte;41;46;octobre;novembre;Variétés de saison 60-70 jours, 7 pl/m2
Chou chinois pe tsai;PC;3;Conservation;47;52;novembre;décembre;Variétés de saison 60-70 jours, 7 pl/m2
Chou chinois pe tsai;PC;4;Conservation;1;5;janvier;janvier;Variétés précoces 50-60 jours, 10-14 pl/m2
Chou chinois pe tsai;PC;4;Semis en pot/plant;30;32;juillet;août;Variétés précoces 50-60 jours, 10-14 pl/m2
Chou chinois pe tsai;PC;4;Travail du sol;32;32;août;août;Ameublir, décompacter et affiner la planche avant plantation.
Chou chinois pe tsai;PC;4;Apport de compost;32;32;août;août;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou chinois pe tsai;PC;4;Paillage;32;32;août;août;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou chinois pe tsai;PC;4;Plantation;33;35;août;août;Variétés précoces 50-60 jours, 10-14 pl/m2
Chou chinois pe tsai;PC;4;Récolte;44;47;octobre;novembre;Variétés précoces 50-60 jours, 10-14 pl/m2
Chou chinois pe tsai;PC;4;Conservation;48;52;novembre;décembre;Variétés précoces 50-60 jours, 10-14 pl/m2
Chou chinois pe tsai;PC;5;Conservation;1;9;janvier;février;Variétés de saison 60-70 jours, 7 pl/m2
Chou chinois pe tsai;PC;5;Semis en pot/plant;30;32;juillet;août;Variétés de saison 60-70 jours, 7 pl/m2
Chou chinois pe tsai;PC;5;Travail du sol;32;32;août;août;Ameublir, décompacter et affiner la planche avant plantation.
Chou chinois pe tsai;PC;5;Apport de compost;32;32;août;août;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou chinois pe tsai;PC;5;Paillage;32;32;août;août;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou chinois pe tsai;PC;5;Plantation;33;35;août;août;Variétés de saison 60-70 jours, 7 pl/m2
Chou chinois pe tsai;PC;5;Récolte;46;48;novembre;novembre;Variétés de saison 60-70 jours, 7 pl/m2
Chou chinois pe tsai;PC;5;Conservation;49;52;décembre;décembre;Variétés de saison 60-70 jours, 7 pl/m2
Chou chinois pe tsai;SA;1;Semis en pot/plant;1;2;janvier;janvier;Variétés F1 résistantes à la montaison. Montaison rapide. 10-14 pl/m2
Chou chinois pe tsai;SA;1;Travail du sol;4;4;janvier;janvier;Ameublir, décompacter et affiner la planche avant plantation.
Chou chinois pe tsai;SA;1;Apport de compost;4;4;janvier;janvier;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou chinois pe tsai;SA;1;Paillage;4;4;janvier;janvier;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou chinois pe tsai;SA;1;Plantation;5;7;janvier;février;Variétés F1 résistantes à la montaison. Montaison rapide. 10-14 pl/m2
Chou chinois pe tsai;SA;1;Récolte;15;17;avril;avril;Variétés F1 résistantes à la montaison. Montaison rapide. 10-14 pl/m2
Chou chinois pe tsai;SA;2;Semis en pot/plant;4;6;janvier;février;Variétés F1 résistantes à la montaison. Montaison rapide. 10-14 pl/m2
Chou chinois pe tsai;SA;2;Travail du sol;8;8;février;février;Ameublir, décompacter et affiner la planche avant plantation.
Chou chinois pe tsai;SA;2;Apport de compost;8;8;février;février;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou chinois pe tsai;SA;2;Paillage;8;8;février;février;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou chinois pe tsai;SA;2;Plantation;9;11;février;mars;Variétés F1 résistantes à la montaison. Montaison rapide. 10-14 pl/m2
Chou chinois pe tsai;SA;2;Récolte;18;20;avril;mai;Variétés F1 résistantes à la montaison. Montaison rapide. 10-14 pl/m2
Chou chinois pe tsai;SA;3;Récolte;1;2;janvier;janvier;Variétés de saison 60-70 jours, 7 pl/m2
Chou chinois pe tsai;SA;3;Conservation;5;17;janvier;avril;Variétés de saison 60-70 jours, 7 pl/m2
Chou chinois pe tsai;SA;3;Semis en pot/plant;32;34;août;août;Variétés de saison 60-70 jours, 7 pl/m2
Chou chinois pe tsai;SA;3;Travail du sol;34;34;août;août;Ameublir, décompacter et affiner la planche avant plantation.
Chou chinois pe tsai;SA;3;Apport de compost;34;34;août;août;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou chinois pe tsai;SA;3;Paillage;34;34;août;août;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou chinois pe tsai;SA;3;Plantation;35;37;août;septembre;Variétés de saison 60-70 jours, 7 pl/m2
Chou chinois pe tsai;SA;3;Récolte;50;52;décembre;décembre;Variétés de saison 60-70 jours, 7 pl/m2
Chou de Bruxelles;PC;1;Récolte;1;3;janvier;janvier;Variétés de 120-140 jours après plantation : Dagan F1, Divino F1 (Bejo), Abacus F1 (Syngenta)
Chou de Bruxelles;PC;1;Semis en pot/plant;15;17;avril;avril;Variétés de 120-140 jours après plantation : Dagan F1, Divino F1 (Bejo), Abacus F1 (Syngenta)
Chou de Bruxelles;PC;1;Travail du sol;19;19;mai;mai;Ameublir, décompacter et affiner la planche avant plantation.
Chou de Bruxelles;PC;1;Apport de compost;19;19;mai;mai;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou de Bruxelles;PC;1;Paillage;19;19;mai;mai;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou de Bruxelles;PC;1;Plantation;20;22;mai;mai;Variétés de 120-140 jours après plantation : Dagan F1, Divino F1 (Bejo), Abacus F1 (Syngenta)
Chou de Bruxelles;PC;1;Récolte;42;52;octobre;décembre;Variétés de 120-140 jours après plantation : Dagan F1, Divino F1 (Bejo), Abacus F1 (Syngenta)
Chou de Bruxelles;PC;2;Récolte;1;5;janvier;janvier;Variétés de 140-160 jours après plantation : Nautic F1 (Bejo), Solidus F1, Cryptus F1 (Syngenta), Brillant F1 (Vilmorin)
Chou de Bruxelles;PC;2;Semis en pot/plant;15;17;avril;avril;Variétés de 140-160 jours après plantation : Nautic F1 (Bejo), Solidus F1, Cryptus F1 (Syngenta), Brillant F1 (Vilmorin)
Chou de Bruxelles;PC;2;Travail du sol;19;19;mai;mai;Ameublir, décompacter et affiner la planche avant plantation.
Chou de Bruxelles;PC;2;Apport de compost;19;19;mai;mai;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou de Bruxelles;PC;2;Paillage;19;19;mai;mai;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou de Bruxelles;PC;2;Plantation;20;22;mai;mai;Variétés de 140-160 jours après plantation : Nautic F1 (Bejo), Solidus F1, Cryptus F1 (Syngenta), Brillant F1 (Vilmorin)
Chou de Bruxelles;PC;2;Récolte;46;52;novembre;décembre;Variétés de 140-160 jours après plantation : Nautic F1 (Bejo), Solidus F1, Cryptus F1 (Syngenta), Brillant F1 (Vilmorin)
Chou de Bruxelles;PC;3;Récolte;1;5;janvier;janvier;Variétés de 120-140 jours après plantation
Chou de Bruxelles;PC;3;Semis en pot/plant;19;21;mai;mai;Variétés de 120-140 jours après plantation
Chou de Bruxelles;PC;3;Travail du sol;23;23;juin;juin;Ameublir, décompacter et affiner la planche avant plantation.
Chou de Bruxelles;PC;3;Apport de compost;23;23;juin;juin;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou de Bruxelles;PC;3;Paillage;23;23;juin;juin;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou de Bruxelles;PC;3;Plantation;24;26;juin;juin;Variétés de 120-140 jours après plantation
Chou de Bruxelles;PC;3;Récolte;47;52;novembre;décembre;Variétés de 120-140 jours après plantation
Chou de Bruxelles;PC;4;Récolte;1;7;janvier;février;Variétés de 140-160 jours après plantation
Chou de Bruxelles;PC;4;Travail du sol;23;23;juin;juin;Ameublir, décompacter et affiner la planche avant plantation.
Chou de Bruxelles;PC;4;Apport de compost;23;23;juin;juin;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou de Bruxelles;PC;4;Paillage;23;23;juin;juin;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou de Bruxelles;PC;4;Plantation;24;26;juin;juin;Variétés de 140-160 jours après plantation
Chou de milan;PC;1;Semis en pot/plant;23;25;juin;juin;Variétés de 75-90 jours après plantation
Chou de milan;PC;1;Travail du sol;27;27;juillet;juillet;Ameublir, décompacter et affiner la planche avant plantation.
Chou de milan;PC;1;Apport de compost;27;27;juillet;juillet;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou de milan;PC;1;Paillage;27;27;juillet;juillet;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou de milan;PC;1;Plantation;28;30;juillet;juillet;Variétés de 75-90 jours après plantation
Chou de milan;PC;1;Récolte;43;47;octobre;novembre;Variétés de 75-90 jours après plantation
Chou de milan;PC;2;Semis en pot/plant;25;27;juin;juillet;Variétés de 75-90 jours après plantation
Chou de milan;PC;2;Travail du sol;29;29;juillet;juillet;Ameublir, décompacter et affiner la planche avant plantation.
Chou de milan;PC;2;Apport de compost;29;29;juillet;juillet;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou de milan;PC;2;Paillage;29;29;juillet;juillet;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou de milan;PC;2;Plantation;30;32;juillet;août;Variétés de 75-90 jours après plantation
Chou de milan;PC;2;Récolte;45;49;novembre;décembre;Variétés de 75-90 jours après plantation
Chou de milan;PC;3;Récolte;1;4;janvier;janvier;Variétés de 100-120 jours après plantation
Chou de milan;PC;3;Semis en pot/plant;23;25;juin;juin;Variétés de 100-120 jours après plantation
Chou de milan;PC;3;Travail du sol;27;27;juillet;juillet;Ameublir, décompacter et affiner la planche avant plantation.
Chou de milan;PC;3;Apport de compost;27;27;juillet;juillet;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou de milan;PC;3;Paillage;27;27;juillet;juillet;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou de milan;PC;3;Plantation;28;30;juillet;juillet;Variétés de 100-120 jours après plantation
Chou de milan;PC;3;Récolte;51;52;décembre;décembre;Variétés de 100-120 jours après plantation
Chou de milan;PC;4;Récolte;2;7;janvier;février;Variétés de 120-140 jours après plantation
Chou de milan;PC;4;Semis en pot/plant;23;25;juin;juin;Variétés de 120-140 jours après plantation
Chou de milan;PC;4;Travail du sol;27;27;juillet;juillet;Ameublir, décompacter et affiner la planche avant plantation.
Chou de milan;PC;4;Apport de compost;27;27;juillet;juillet;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou de milan;PC;4;Paillage;27;27;juillet;juillet;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou de milan;PC;4;Plantation;28;30;juillet;juillet;Variétés de 120-140 jours après plantation
Chou de milan;PC;5;Récolte;6;12;février;mars;Variétés de 140-160 jours après plantation
Chou de milan;PC;5;Semis en pot/plant;23;25;juin;juin;Variétés de 140-160 jours après plantation
Chou de milan;PC;5;Travail du sol;27;27;juillet;juillet;Ameublir, décompacter et affiner la planche avant plantation.
Chou de milan;PC;5;Apport de compost;27;27;juillet;juillet;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou de milan;PC;5;Paillage;27;27;juillet;juillet;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou de milan;PC;5;Plantation;28;30;juillet;juillet;Variétés de 140-160 jours après plantation
Chou de milan;PC;6;Récolte;12;17;mars;avril;Variétés de >170 jours après plantation
Chou de milan;PC;6;Semis en pot/plant;23;25;juin;juin;Variétés de >170 jours après plantation
Chou de milan;PC;6;Travail du sol;27;27;juillet;juillet;Ameublir, décompacter et affiner la planche avant plantation.
Chou de milan;PC;6;Apport de compost;27;27;juillet;juillet;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou de milan;PC;6;Paillage;27;27;juillet;juillet;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou de milan;PC;6;Plantation;28;30;juillet;juillet;Variétés de >170 jours après plantation
Chou kale;PC;1;Semis en pot/plant;2;4;janvier;janvier;
Chou kale;PC;1;Travail du sol;8;8;février;février;Ameublir, décompacter et affiner la planche avant plantation.
Chou kale;PC;1;Apport de compost;8;8;février;février;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou kale;PC;1;Paillage;8;8;février;février;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou kale;PC;1;Plantation;9;11;février;mars;
Chou kale;PC;1;Récolte;24;35;juin;août;
Chou kale;PC;2;Semis en pot/plant;15;17;avril;avril;
Chou kale;PC;2;Travail du sol;19;19;mai;mai;Ameublir, décompacter et affiner la planche avant plantation.
Chou kale;PC;2;Apport de compost;19;19;mai;mai;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou kale;PC;2;Paillage;19;19;mai;mai;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou kale;PC;2;Plantation;20;22;mai;mai;
Chou kale;PC;2;Récolte;35;50;août;décembre;
Chou kale;PC;3;Récolte;1;9;janvier;février;
Chou kale;PC;3;Semis en pot/plant;19;21;mai;mai;
Chou kale;PC;3;Travail du sol;23;23;juin;juin;Ameublir, décompacter et affiner la planche avant plantation.
Chou kale;PC;3;Apport de compost;23;23;juin;juin;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou kale;PC;3;Paillage;23;23;juin;juin;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou kale;PC;3;Plantation;24;26;juin;juin;
Chou kale;PC;3;Récolte;39;52;septembre;décembre;
Chou kale;PC;4;Récolte;1;11;janvier;mars;
Chou kale;PC;4;Semis en pot/plant;23;25;juin;juin;
Chou kale;PC;4;Travail du sol;27;27;juillet;juillet;Ameublir, décompacter et affiner la planche avant plantation.
Chou kale;PC;4;Apport de compost;27;27;juillet;juillet;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou kale;PC;4;Paillage;27;27;juillet;juillet;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou kale;PC;4;Plantation;28;30;juillet;juillet;
Chou kale;PC;4;Récolte;44;52;octobre;décembre;
Chou kale;SA;1;Travail du sol;4;4;janvier;janvier;Ameublir, décompacter et affiner la planche avant plantation.
Chou kale;SA;1;Apport de compost;4;4;janvier;janvier;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Chou kale;SA;1;Paillage;4;4;janvier;janvier;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Chou kale;SA;1;Plantation;5;7;janvier;février;Semis en alvéoles
Chou kale;SA;1;Récolte;19;28;mai;juillet;Semis en alvéoles
